Record Type,Internal Name,Display Name,Category,Base Class,Spawn Status,NPC Slots,Runtime Slot Overrides,Life Max,Damage,Defense,NPC.boss,Friendly,Town NPC,Rule Method,Rule Weight,Progression,Biome,Depth,Time,Random Gate,Water,Conditions,Source File,Source Line
NPC Spawn Rule,SlograII,Slogra,Enemies,ModNPC,Natural spawn rules,3,—,4000,68,50,No,No,No,SpawnChance,1,SuperHardmode,General / Custom,Any / condition-defined depth,Night,1/80,Unspecified,(!(tsorcRevampWorld.SuperHardMode && !Main.dayTime && !spawnInfo.Player.ZoneDungeon && spawnInfo.Player.ZoneJungle && (spawnInfo.SpawnTileY < Main.worldSurface) && Main.rand.NextBool(40))) && (!(tsorcRevampWorld.SuperHardMode && !Main.dayTime && !spawnInfo.Player.ZoneDungeon && (spawnInfo.SpawnTileY >= Main.worldSurface && spawnInfo.SpawnTileY < Main.rockLayer) && Main.rand.NextBool(60))) && (tsorcRevampWorld.SuperHardMode && !Main.dayTime && !spawnInfo.Player.ZoneDungeon && (spawnInfo.SpawnTileY >= Main.rockLayer && spawnInfo.SpawnTileY < (Main.maxTilesY - 200) * 16) && Main.rand.NextBool(80)),NPCs/Enemies/SuperHardMode/SlograII.cs,69
NPC Spawn Rule,SlograII,Slogra,Enemies,ModNPC,Natural spawn rules,3,—,4000,68,50,No,No,No,SpawnChance,1,SuperHardmode,Jungle,Any / condition-defined depth,Night,1/35,Unspecified,(!(tsorcRevampWorld.SuperHardMode && !Main.dayTime && !spawnInfo.Player.ZoneDungeon && spawnInfo.Player.ZoneJungle && (spawnInfo.SpawnTileY < Main.worldSurface) && Main.rand.NextBool(40))) && (!(tsorcRevampWorld.SuperHardMode && !Main.dayTime && !spawnInfo.Player.ZoneDungeon && (spawnInfo.SpawnTileY >= Main.worldSurface && spawnInfo.SpawnTileY < Main.rockLayer) && Main.rand.NextBool(60))) && (!(tsorcRevampWorld.SuperHardMode && !Main.dayTime && !spawnInfo.Player.ZoneDungeon && (spawnInfo.SpawnTileY >= Main.rockLayer && spawnInfo.SpawnTileY < (Main.maxTilesY - 200) * 16) && Main.rand.NextBool(80))) && (tsorcRevampWorld.SuperHardMode && !Main.dayTime && !spawnInfo.Player.ZoneDungeon && spawnInfo.Player.ZoneJungle && Main.rand.NextBool(35)),NPCs/Enemies/SuperHardMode/SlograII.cs,71
NPC Spawn Rule,SlograII,Slogra,Enemies,ModNPC,Natural spawn rules,3,—,4000,68,50,No,No,No,SpawnChance,0,Pre-Hardmode + Hardmode + SuperHardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,—,Unspecified,(!(tsorcRevampWorld.SuperHardMode && !Main.dayTime && !spawnInfo.Player.ZoneDungeon && spawnInfo.Player.ZoneJungle && (spawnInfo.SpawnTileY < Main.worldSurface) && Main.rand.NextBool(40))) && (!(tsorcRevampWorld.SuperHardMode && !Main.dayTime && !spawnInfo.Player.ZoneDungeon && (spawnInfo.SpawnTileY >= Main.worldSurface && spawnInfo.SpawnTileY < Main.rockLayer) && Main.rand.NextBool(60))) && (!(tsorcRevampWorld.SuperHardMode && !Main.dayTime && !spawnInfo.Player.ZoneDungeon && (spawnInfo.SpawnTileY >= Main.rockLayer && spawnInfo.SpawnTileY < (Main.maxTilesY - 200) * 16) && Main.rand.NextBool(80))) && (!(tsorcRevampWorld.SuperHardMode && !Main.dayTime && !spawnInfo.Player.ZoneDungeon && spawnInfo.Player.ZoneJungle && Main.rand.NextBool(35))),NPCs/Enemies/SuperHardMode/SlograII.cs,74
NPC Spawn Rule,SnowOwl,Snow Owl,Enemies,ModNPC,Natural spawn rules,1,—,50,50,15,No,No,No,SpawnChance,0,Pre-Hardmode + Hardmode + SuperHardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,—,Conditional / mixed,(Main.SceneMetrics.SnowTileCount > 5) && (spawnInfo.Water || tsorcRevampWorld.SuperHardMode),NPCs/Enemies/SnowOwl.cs,56
NPC Spawn Rule,SnowOwl,Snow Owl,Enemies,ModNPC,Natural spawn rules,1,—,50,50,15,No,No,No,SpawnChance,0.2f,Pre-Hardmode + Hardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,—,Excluded,(Main.SceneMetrics.SnowTileCount > 5) && (!(spawnInfo.Water || tsorcRevampWorld.SuperHardMode)),NPCs/Enemies/SnowOwl.cs,56
NPC Spawn Rule,SnowOwl,Snow Owl,Enemies,ModNPC,Natural spawn rules,1,—,50,50,15,No,No,No,SpawnChance,0,Pre-Hardmode + Hardmode + SuperHardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,—,Conditional / mixed,(!(Main.SceneMetrics.SnowTileCount > 5)) && (spawnInfo.Water || tsorcRevampWorld.SuperHardMode),NPCs/Enemies/SnowOwl.cs,56
NPC Spawn Rule,SnowOwl,Snow Owl,Enemies,ModNPC,Natural spawn rules,1,—,50,50,15,No,No,No,SpawnChance,0,Pre-Hardmode + Hardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,—,Excluded,(!(Main.SceneMetrics.SnowTileCount > 5)) && (!(spawnInfo.Water || tsorcRevampWorld.SuperHardMode)),NPCs/Enemies/SnowOwl.cs,56
NPC,SoulOfCinder,Soul of Cinder,Bosses,PuppetNPC,No natural spawn method,10,—,750000,0,NormalDefense,Yes,No,No,None,—,—,—,—,—,—,—,—,NPCs/Bosses/SuperHardMode/SoulOfCinder.cs,18
NPC,SpazmatismV2,Spazmatism v3.12,Bosses,ModNPC,No natural spawn method,1,—,90000,50,25,Yes,No,No,None,—,—,—,—,—,—,—,—,NPCs/Bosses/SpazmatismV2.cs,18
NPC Spawn Rule,SpellboundGhoul,Spellbound Ghoul,Enemies,ModNPC,Natural spawning disabled,0f,—,150,30,10,No,No,No,SpawnChance,0f,Pre-Hardmode + Hardmode + SuperHardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,—,Unspecified,Always,NPCs/Enemies/SpellboundGhoul.cs,52
NPC Spawn Rule,StoneGolem,Stone Golem,Enemies,ModNPC,Natural spawn rules,1,—,350,80,50,No,No,No,SpawnChance,Terraria.ModLoader.Utilities.SpawnCondition.Cavern.Chance * 0.07f,Hardmode + SuperHardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,—,Unspecified,(Main.hardMode),NPCs/Enemies/StoneGolem.cs,51
NPC Spawn Rule,StoneGolem,Stone Golem,Enemies,ModNPC,Natural spawn rules,1,—,350,80,50,No,No,No,SpawnChance,Terraria.ModLoader.Utilities.SpawnCondition.Cavern.Chance * 0.01f,SuperHardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,—,Unspecified,(!(Main.hardMode)) && (tsorcRevampWorld.SuperHardMode),NPCs/Enemies/StoneGolem.cs,55
NPC Spawn Rule,StoneGolem,Stone Golem,Enemies,ModNPC,Natural spawn rules,1,—,350,80,50,No,No,No,SpawnChance,Terraria.ModLoader.Utilities.SpawnCondition.Cavern.Chance * 0.15f,Pre-Hardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,—,Unspecified,(!(Main.hardMode)) && (!(tsorcRevampWorld.SuperHardMode)),NPCs/Enemies/StoneGolem.cs,59
NPC,SwordOfCinder,Sword of Cinder,Bosses,ModNPC,No natural spawn method,1,—,125000,130,85,No,No,No,None,—,—,—,—,—,—,—,—,NPCs/Bosses/SuperHardMode/SwordOfCinder.cs,8
NPC,SwordOfLordGwyn,Sword of Lord Gwyn,Bosses,ModNPC,No natural spawn method,1,—,125000,130,85,No,No,No,None,—,—,—,—,—,—,—,—,NPCs/Bosses/SuperHardMode/SwordOfLordGwyn.cs,8
NPC Spawn Rule,TaurusKnight,Taurus Knight,Enemies,ModNPC,Natural spawn rules,5,—,5400,73,50,No,No,No,SpawnChance,1,SuperHardmode,Desert,Any / condition-defined depth,Day and night / unspecified,1/45,Unspecified,(tsorcRevampWorld.SuperHardMode && (spawnInfo.Player.ZoneDesert || spawnInfo.Player.ZoneUndergroundDesert) && Main.rand.NextBool(45)),NPCs/Enemies/SuperHardMode/TaurusKnight.cs,98
NPC Spawn Rule,TaurusKnight,Taurus Knight,Enemies,ModNPC,Natural spawn rules,5,—,5400,73,50,No,No,No,SpawnChance,1,SuperHardmode,Dungeon,Any / condition-defined depth,Day and night / unspecified,1/50,Unspecified,(!(tsorcRevampWorld.SuperHardMode && (spawnInfo.Player.ZoneDesert || spawnInfo.Player.ZoneUndergroundDesert) && Main.rand.NextBool(45))) && (tsorcRevampWorld.SuperHardMode && spawnInfo.Player.ZoneDungeon && Main.rand.NextBool(50)),NPCs/Enemies/SuperHardMode/TaurusKnight.cs,105
NPC Spawn Rule,TaurusKnight,Taurus Knight,Enemies,ModNPC,Natural spawn rules,5,—,5400,73,50,No,No,No,SpawnChance,1,SuperHardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,1/30,Unspecified,(!(tsorcRevampWorld.SuperHardMode && (spawnInfo.Player.ZoneDesert || spawnInfo.Player.ZoneUndergroundDesert) && Main.rand.NextBool(45))) && (!(tsorcRevampWorld.SuperHardMode && spawnInfo.Player.ZoneDungeon && Main.rand.NextBool(50))) && (tsorcRevampWorld.SuperHardMode && (spawnInfo.SpawnTileY >= (Main.maxTilesY - 200) * 16) && Main.rand.NextBool(30)),NPCs/Enemies/SuperHardMode/TaurusKnight.cs,112
NPC Spawn Rule,TaurusKnight,Taurus Knight,Enemies,ModNPC,Natural spawn rules,5,—,5400,73,50,No,No,No,SpawnChance,0,Pre-Hardmode + Hardmode + SuperHardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,—,Unspecified,(!(tsorcRevampWorld.SuperHardMode && (spawnInfo.Player.ZoneDesert || spawnInfo.Player.ZoneUndergroundDesert) && Main.rand.NextBool(45))) && (!(tsorcRevampWorld.SuperHardMode && spawnInfo.Player.ZoneDungeon && Main.rand.NextBool(50))) && (!(tsorcRevampWorld.SuperHardMode && (spawnInfo.SpawnTileY >= (Main.maxTilesY - 200) * 16) && Main.rand.NextBool(30))),NPCs/Enemies/SuperHardMode/TaurusKnight.cs,116
NPC,TestBoss,Test Boss,Bosses,ModNPC,No natural spawn method,10,—,Int32.MaxValue,10,—,No,No,No,None,—,—,—,—,—,—,—,—,NPCs/Bosses/TestBoss.cs,12
NPC Spawn Rule,Tetsujin,Tetsujin,Enemies,ModNPC,Natural spawn rules,4,—,3400,83,70,No,No,No,SpawnChance,((.75f) * (2)) * (2),SuperHardmode,Meteor + Sky,Sky,Night,—,Unspecified,(tsorcRevampWorld.SuperHardMode) && (spawnInfo.Player.ZoneSkyHeight) && (spawnInfo.Player.ZoneMeteor) && (!Main.dayTime) && (Main.bloodMoon),NPCs/Enemies/SuperHardMode/Tetsujin.cs,82
NPC Spawn Rule,Tetsujin,Tetsujin,Enemies,ModNPC,Natural spawn rules,4,—,3400,83,70,No,No,No,SpawnChance,(.75f) * (2),SuperHardmode,Meteor + Sky,Sky,Night,—,Unspecified,(tsorcRevampWorld.SuperHardMode) && (spawnInfo.Player.ZoneSkyHeight) && (spawnInfo.Player.ZoneMeteor) && (!Main.dayTime) && (!(Main.bloodMoon)),NPCs/Enemies/SuperHardMode/Tetsujin.cs,82
NPC Spawn Rule,Tetsujin,Tetsujin,Enemies,ModNPC,Natural spawn rules,4,—,3400,83,70,No,No,No,SpawnChance,(.75f) * (2),SuperHardmode,Meteor + Sky,Sky,Day,—,Unspecified,(tsorcRevampWorld.SuperHardMode) && (spawnInfo.Player.ZoneSkyHeight) && (spawnInfo.Player.ZoneMeteor) && (!(!Main.dayTime)) && (Main.bloodMoon),NPCs/Enemies/SuperHardMode/Tetsujin.cs,82
NPC Spawn Rule,Tetsujin,Tetsujin,Enemies,ModNPC,Natural spawn rules,4,—,3400,83,70,No,No,No,SpawnChance,.75f,SuperHardmode,Meteor + Sky,Sky,Day,—,Unspecified,(tsorcRevampWorld.SuperHardMode) && (spawnInfo.Player.ZoneSkyHeight) && (spawnInfo.Player.ZoneMeteor) && (!(!Main.dayTime)) && (!(Main.bloodMoon)),NPCs/Enemies/SuperHardMode/Tetsujin.cs,82
NPC Spawn Rule,Tetsujin,Tetsujin,Enemies,ModNPC,Natural spawn rules,4,—,3400,83,70,No,No,No,SpawnChance,((0.5f) * (2)) * (2),SuperHardmode,Sky,Sky,Night,—,Unspecified,(tsorcRevampWorld.SuperHardMode) && (spawnInfo.Player.ZoneSkyHeight) && (!(spawnInfo.Player.ZoneMeteor)) && (!Main.dayTime) && (Main.bloodMoon),NPCs/Enemies/SuperHardMode/Tetsujin.cs,82
NPC Spawn Rule,Tetsujin,Tetsujin,Enemies,ModNPC,Natural spawn rules,4,—,3400,83,70,No,No,No,SpawnChance,(0.5f) * (2),SuperHardmode,Sky,Sky,Night,—,Unspecified,(tsorcRevampWorld.SuperHardMode) && (spawnInfo.Player.ZoneSkyHeight) && (!(spawnInfo.Player.ZoneMeteor)) && (!Main.dayTime) && (!(Main.bloodMoon)),NPCs/Enemies/SuperHardMode/Tetsujin.cs,82
NPC Spawn Rule,Tetsujin,Tetsujin,Enemies,ModNPC,Natural spawn rules,4,—,3400,83,70,No,No,No,SpawnChance,(0.5f) * (2),SuperHardmode,Sky,Sky,Day,—,Unspecified,(tsorcRevampWorld.SuperHardMode) && (spawnInfo.Player.ZoneSkyHeight) && (!(spawnInfo.Player.ZoneMeteor)) && (!(!Main.dayTime)) && (Main.bloodMoon),NPCs/Enemies/SuperHardMode/Tetsujin.cs,82
NPC Spawn Rule,Tetsujin,Tetsujin,Enemies,ModNPC,Natural spawn rules,4,—,3400,83,70,No,No,No,SpawnChance,0.5f,SuperHardmode,Sky,Sky,Day,—,Unspecified,(tsorcRevampWorld.SuperHardMode) && (spawnInfo.Player.ZoneSkyHeight) && (!(spawnInfo.Player.ZoneMeteor)) && (!(!Main.dayTime)) && (!(Main.bloodMoon)),NPCs/Enemies/SuperHardMode/Tetsujin.cs,82
NPC Spawn Rule,Tetsujin,Tetsujin,Enemies,ModNPC,Natural spawn rules,4,—,3400,83,70,No,No,No,SpawnChance,((.75f) * (2)) * (2),SuperHardmode,Meteor,Any / condition-defined depth,Night,—,Unspecified,(tsorcRevampWorld.SuperHardMode) && (!(spawnInfo.Player.ZoneSkyHeight)) && (spawnInfo.Player.ZoneMeteor) && (!Main.dayTime) && (Main.bloodMoon),NPCs/Enemies/SuperHardMode/Tetsujin.cs,82
NPC Spawn Rule,Tetsujin,Tetsujin,Enemies,ModNPC,Natural spawn rules,4,—,3400,83,70,No,No,No,SpawnChance,(.75f) * (2),SuperHardmode,Meteor,Any / condition-defined depth,Night,—,Unspecified,(tsorcRevampWorld.SuperHardMode) && (!(spawnInfo.Player.ZoneSkyHeight)) && (spawnInfo.Player.ZoneMeteor) && (!Main.dayTime) && (!(Main.bloodMoon)),NPCs/Enemies/SuperHardMode/Tetsujin.cs,82
NPC Spawn Rule,Tetsujin,Tetsujin,Enemies,ModNPC,Natural spawn rules,4,—,3400,83,70,No,No,No,SpawnChance,(.75f) * (2),SuperHardmode,Meteor,Any / condition-defined depth,Day,—,Unspecified,(tsorcRevampWorld.SuperHardMode) && (!(spawnInfo.Player.ZoneSkyHeight)) && (spawnInfo.Player.ZoneMeteor) && (!(!Main.dayTime)) && (Main.bloodMoon),NPCs/Enemies/SuperHardMode/Tetsujin.cs,82
NPC Spawn Rule,Tetsujin,Tetsujin,Enemies,ModNPC,Natural spawn rules,4,—,3400,83,70,No,No,No,SpawnChance,.75f,SuperHardmode,Meteor,Any / condition-defined depth,Day,—,Unspecified,(tsorcRevampWorld.SuperHardMode) && (!(spawnInfo.Player.ZoneSkyHeight)) && (spawnInfo.Player.ZoneMeteor) && (!(!Main.dayTime)) && (!(Main.bloodMoon)),NPCs/Enemies/SuperHardMode/Tetsujin.cs,82
NPC Spawn Rule,Tetsujin,Tetsujin,Enemies,ModNPC,Natural spawn rules,4,—,3400,83,70,No,No,No,SpawnChance,((0) * (2)) * (2),SuperHardmode,General / Custom,Any / condition-defined depth,Night,—,Unspecified,(tsorcRevampWorld.SuperHardMode) && (!(spawnInfo.Player.ZoneSkyHeight)) && (!(spawnInfo.Player.ZoneMeteor)) && (!Main.dayTime) && (Main.bloodMoon),NPCs/Enemies/SuperHardMode/Tetsujin.cs,82
NPC Spawn Rule,Tetsujin,Tetsujin,Enemies,ModNPC,Natural spawn rules,4,—,3400,83,70,No,No,No,SpawnChance,(0) * (2),SuperHardmode,General / Custom,Any / condition-defined depth,Night,—,Unspecified,(tsorcRevampWorld.SuperHardMode) && (!(spawnInfo.Player.ZoneSkyHeight)) && (!(spawnInfo.Player.ZoneMeteor)) && (!Main.dayTime) && (!(Main.bloodMoon)),NPCs/Enemies/SuperHardMode/Tetsujin.cs,82
NPC Spawn Rule,Tetsujin,Tetsujin,Enemies,ModNPC,Natural spawn rules,4,—,3400,83,70,No,No,No,SpawnChance,(0) * (2),SuperHardmode,General / Custom,Any / condition-defined depth,Day,—,Unspecified,(tsorcRevampWorld.SuperHardMode) && (!(spawnInfo.Player.ZoneSkyHeight)) && (!(spawnInfo.Player.ZoneMeteor)) && (!(!Main.dayTime)) && (Main.bloodMoon),NPCs/Enemies/SuperHardMode/Tetsujin.cs,82
NPC Spawn Rule,Tetsujin,Tetsujin,Enemies,ModNPC,Natural spawn rules,4,—,3400,83,70,No,No,No,SpawnChance,0,SuperHardmode,General / Custom,Any / condition-defined depth,Day,—,Unspecified,(tsorcRevampWorld.SuperHardMode) && (!(spawnInfo.Player.ZoneSkyHeight)) && (!(spawnInfo.Player.ZoneMeteor)) && (!(!Main.dayTime)) && (!(Main.bloodMoon)),NPCs/Enemies/SuperHardMode/Tetsujin.cs,82
NPC Spawn Rule,Tetsujin,Tetsujin,Enemies,ModNPC,Natural spawn rules,4,—,3400,83,70,No,No,No,SpawnChance,0,Pre-Hardmode + Hardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,—,Unspecified,(!(tsorcRevampWorld.SuperHardMode)),NPCs/Enemies/SuperHardMode/Tetsujin.cs,82
NPC,TheHunter,The Hunter,Bosses,ModNPC,No natural spawn method,6,—,BaseHP,70,38,Yes,No,No,None,—,—,—,—,—,—,—,—,NPCs/Bosses/TheHunter.cs,21
NPC,TheHunterChild,The Hunter's child,Bosses,ModNPC,No natural spawn method,1,—,5000,53,30,No,No,No,None,—,—,—,—,—,—,—,—,NPCs/Bosses/TheHunterChild.cs,14
NPC,TheMachine,The Machine,Bosses,BossBase,No natural spawn method,1,—,20000,80,999999,No,No,No,None,—,—,—,—,—,—,—,—,NPCs/Bosses/PrimeV2/TheMachine.cs,20
NPC,TheRage,The Rage,Bosses,ModNPC,No natural spawn method,6,—,BaseHP,100,32,Yes,No,No,None,—,—,—,—,—,—,—,—,NPCs/Bosses/TheRage.cs,23
NPC,TheSorrow,The Sorrow,Bosses,ModNPC,No natural spawn method,6,—,BaseHP,65,34,Yes,No,No,None,—,—,—,—,—,—,—,—,NPCs/Bosses/TheSorrow.cs,23
NPC Spawn Rule,TibianAmazon,Tibian Amazon,Enemies,ModNPC,Natural spawn rules,1,—,250,50,16,No,No,No,SpawnChance,0,Pre-Hardmode + Hardmode + SuperHardmode,Snow + Desert,Any / condition-defined depth,Day and night / unspecified,—,Unspecified,(spawnInfo.Invasion || Sky(spawnInfo.Player) || spawnInfo.Player.ZoneSnow || spawnInfo.Player.ZoneDesert),NPCs/Enemies/TibianAmazon.cs,102
NPC Spawn Rule,TibianAmazon,Tibian Amazon,Enemies,ModNPC,Natural spawn rules,1,—,250,50,16,No,No,No,SpawnChance,0.05f,Pre-Hardmode + Hardmode,Dungeon,Surface or Underground or Caverns,Day and night / unspecified,—,Unspecified,(!(spawnInfo.Invasion || Sky(spawnInfo.Player) || spawnInfo.Player.ZoneSnow || spawnInfo.Player.ZoneDesert)) && (spawnInfo.Player.townNPCs > 0f || tsorcRevampWorld.SuperHardMode || spawnInfo.Player.ZoneDungeon) && (!tsorcRevampWorld.SuperHardMode && (spawnInfo.Player.ZoneOverworldHeight || spawnInfo.Player.ZoneDirtLayerHeight || spawnInfo.Player.ZoneRockLayerHeight)) && (!(spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson)),NPCs/Enemies/TibianAmazon.cs,108
NPC Spawn Rule,TibianAmazon,Tibian Amazon,Enemies,ModNPC,Natural spawn rules,1,—,250,50,16,No,No,No,SpawnChance,0.05f,Pre-Hardmode + Hardmode,Neutral Underground / Caverns,Surface or Underground or Caverns,Day and night / unspecified,—,Unspecified,(!(spawnInfo.Invasion || Sky(spawnInfo.Player) || spawnInfo.Player.ZoneSnow || spawnInfo.Player.ZoneDesert)) && (!(spawnInfo.Player.townNPCs > 0f || tsorcRevampWorld.SuperHardMode || spawnInfo.Player.ZoneDungeon)) && (!tsorcRevampWorld.SuperHardMode && (spawnInfo.Player.ZoneOverworldHeight || spawnInfo.Player.ZoneDirtLayerHeight || spawnInfo.Player.ZoneRockLayerHeight)) && (!(spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson)),NPCs/Enemies/TibianAmazon.cs,108
NPC Spawn Rule,TibianAmazon,Tibian Amazon,Enemies,ModNPC,Natural spawn rules,1,—,250,50,16,No,No,No,SpawnChance,0.055f,Pre-Hardmode + Hardmode,Corruption + Crimson + Dungeon,Surface or Underground or Caverns,Night,—,Unspecified,(!(spawnInfo.Invasion || Sky(spawnInfo.Player) || spawnInfo.Player.ZoneSnow || spawnInfo.Player.ZoneDesert)) && (spawnInfo.Player.townNPCs > 0f || tsorcRevampWorld.SuperHardMode || spawnInfo.Player.ZoneDungeon) && (!tsorcRevampWorld.SuperHardMode && (spawnInfo.Player.ZoneOverworldHeight || spawnInfo.Player.ZoneDirtLayerHeight || spawnInfo.Player.ZoneRockLayerHeight)) && (!(!(spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson))) && (!(spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson) && !Main.dayTime),NPCs/Enemies/TibianAmazon.cs,109
NPC Spawn Rule,TibianAmazon,Tibian Amazon,Enemies,ModNPC,Natural spawn rules,1,—,250,50,16,No,No,No,SpawnChance,0.055f,Pre-Hardmode + Hardmode,Corruption + Crimson,Surface or Underground or Caverns,Night,—,Unspecified,(!(spawnInfo.Invasion || Sky(spawnInfo.Player) || spawnInfo.Player.ZoneSnow || spawnInfo.Player.ZoneDesert)) && (!(spawnInfo.Player.townNPCs > 0f || tsorcRevampWorld.SuperHardMode || spawnInfo.Player.ZoneDungeon)) && (!tsorcRevampWorld.SuperHardMode && (spawnInfo.Player.ZoneOverworldHeight || spawnInfo.Player.ZoneDirtLayerHeight || spawnInfo.Player.ZoneRockLayerHeight)) && (!(!(spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson))) && (!(spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson) && !Main.dayTime),NPCs/Enemies/TibianAmazon.cs,109
NPC Spawn Rule,TibianAmazon,Tibian Amazon,Enemies,ModNPC,Natural spawn rules,1,—,250,50,16,No,No,No,SpawnChance,0.0534f,Pre-Hardmode + Hardmode,Corruption + Crimson + Dungeon,Surface or Underground or Caverns,Day,—,Unspecified,(!(spawnInfo.Invasion || Sky(spawnInfo.Player) || spawnInfo.Player.ZoneSnow || spawnInfo.Player.ZoneDesert)) && (spawnInfo.Player.townNPCs > 0f || tsorcRevampWorld.SuperHardMode || spawnInfo.Player.ZoneDungeon) && (!tsorcRevampWorld.SuperHardMode && (spawnInfo.Player.ZoneOverworldHeight || spawnInfo.Player.ZoneDirtLayerHeight || spawnInfo.Player.ZoneRockLayerHeight)) && (!(!(spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson))) && (!(!(spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson) && !Main.dayTime)) && (!(spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson) && Main.dayTime),NPCs/Enemies/TibianAmazon.cs,110
NPC Spawn Rule,TibianAmazon,Tibian Amazon,Enemies,ModNPC,Natural spawn rules,1,—,250,50,16,No,No,No,SpawnChance,0.0534f,Pre-Hardmode + Hardmode,Corruption + Crimson,Surface or Underground or Caverns,Day,—,Unspecified,(!(spawnInfo.Invasion || Sky(spawnInfo.Player) || spawnInfo.Player.ZoneSnow || spawnInfo.Player.ZoneDesert)) && (!(spawnInfo.Player.townNPCs > 0f || tsorcRevampWorld.SuperHardMode || spawnInfo.Player.ZoneDungeon)) && (!tsorcRevampWorld.SuperHardMode && (spawnInfo.Player.ZoneOverworldHeight || spawnInfo.Player.ZoneDirtLayerHeight || spawnInfo.Player.ZoneRockLayerHeight)) && (!(!(spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson))) && (!(!(spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson) && !Main.dayTime)) && (!(spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson) && Main.dayTime),NPCs/Enemies/TibianAmazon.cs,110
NPC Spawn Rule,TibianAmazon,Tibian Amazon,Enemies,ModNPC,Natural spawn rules,1,—,250,50,16,No,No,No,SpawnChance,0.0725f,Pre-Hardmode + Hardmode,Corruption + Crimson + Dungeon + Meteor,Surface or Underground or Caverns,Night,—,Unspecified,(!(spawnInfo.Invasion || Sky(spawnInfo.Player) || spawnInfo.Player.ZoneSnow || spawnInfo.Player.ZoneDesert)) && (spawnInfo.Player.townNPCs > 0f || tsorcRevampWorld.SuperHardMode || spawnInfo.Player.ZoneDungeon) && (!tsorcRevampWorld.SuperHardMode && (spawnInfo.Player.ZoneOverworldHeight || spawnInfo.Player.ZoneDirtLayerHeight || spawnInfo.Player.ZoneRockLayerHeight)) && (!(!(spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson))) && (!(!(spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson) && !Main.dayTime)) && (!(!(spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson) && Main.dayTime)) && (spawnInfo.Player.ZoneMeteor && !Main.dayTime),NPCs/Enemies/TibianAmazon.cs,111
NPC Spawn Rule,TibianAmazon,Tibian Amazon,Enemies,ModNPC,Natural spawn rules,1,—,250,50,16,No,No,No,SpawnChance,0.0725f,Pre-Hardmode + Hardmode,Corruption + Crimson + Meteor,Surface or Underground or Caverns,Night,—,Unspecified,(!(spawnInfo.Invasion || Sky(spawnInfo.Player) || spawnInfo.Player.ZoneSnow || spawnInfo.Player.ZoneDesert)) && (!(spawnInfo.Player.townNPCs > 0f || tsorcRevampWorld.SuperHardMode || spawnInfo.Player.ZoneDungeon)) && (!tsorcRevampWorld.SuperHardMode && (spawnInfo.Player.ZoneOverworldHeight || spawnInfo.Player.ZoneDirtLayerHeight || spawnInfo.Player.ZoneRockLayerHeight)) && (!(!(spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson))) && (!(!(spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson) && !Main.dayTime)) && (!(!(spawnInfo.Player.ZoneCorrupt || spawnInfo.Player.ZoneCrimson) && Main.dayTime)) && (spawnInfo.Player.ZoneMeteor && !Main.dayTime),NPCs/Enemies/TibianAmazon.cs,111
